NAME,AMI,GEN,TOB,KAN,MET,PEN,VAN,TEC,CLI,ERY,MUP,LNZ,TCY,TMP,DAP,RIF,CIP,MFX
USFL269,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
USFL321,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
USFL134,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
USFL254,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
USFL107,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
USFL152,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
USFL161,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
FL375,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
FL386,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
USFL089,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0
FL393,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
USFL035,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
USFL283,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
FL388,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
USFL346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USFL252,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
USFL250,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0
USFL181,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
USFL332,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
USFL192,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
USFL228,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0
USFL094,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
USFL323,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
USFL108,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
USFL028,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
USFL070,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
USFL216,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
USFL093,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
USFL249,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0
USFL304,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
USFL077,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
USFL151,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
USFL194,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0
USFL198,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
FL384,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
USFL156,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
USFL145,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
USFL328,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
USFL072,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
USFL136,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
USFL197,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
USFL327,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
USFL009,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
USFL325,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
USFL042,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
USFL017,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0
USFL291,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
USFL255,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
USFL186,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
USFL241,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
USA300FPR3757,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
MRSA18,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P21_21,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0
P14_14,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0
