number,id,country,Country__colour,location,locImputation,nonJitLat,nonJitLong,latitude,longitude,collection_date,dateImputation,year,month,day
153,EBOV|EM_COY_2015_014100||GIN|Conakry|2015-03-26,GIN,#63a993,Conakry,,9.626656367,-13.57153701,9.556835037,-13.59499068,2015-03-26,,2015,3,26
154,EBOV|EM_COY_2015_014102||GIN|Conakry|2015-03-26,GIN,#63a993,Conakry,,9.626656367,-13.57153701,9.689779182,-13.62318079,2015-03-26,,2015,3,26
155,EBOV|EM_COY_2015_014261||GIN|Forecariah|2015-04-02,GIN,#63a993,Forecariah,,9.431778161,-13.08275123,9.456469017,-13.12681456,2015-04-02,,2015,4,2
156,EBOV|EM_COY_2015_014370||GIN|Forecariah|2015-04-07,GIN,#63a993,Forecariah,,9.431778161,-13.08275123,9.505215341,-13.14090678,2015-04-07,,2015,4,7
157,EBOV|EM_COY_2015_015802||GIN|Coyah|2015-04-14,GIN,#63a993,Coyah,,9.70940694,-13.38757886,9.781357849,-13.37469227,2015-04-14,,2015,4,14
158,EBOV|EM_COY_2015_015815||GIN|Fria|2015-04-14,GIN,#63a993,Fria,,10.36429822,-13.57485203,10.36860777,-13.50393551,2015-04-14,,2015,4,14
159,EBOV|EM_COY_2015_015972||GIN|Forecariah|2015-04-20,GIN,#63a993,Forecariah,,9.431778161,-13.08275123,9.495473953,-13.07352842,2015-04-20,,2015,4,20
160,EBOV|EM_COY_2015_015980||GIN|Forecariah|2015-04-20,GIN,#63a993,Forecariah,,9.431778161,-13.08275123,9.450446011,-13.04474359,2015-04-20,,2015,4,20
161,EBOV|EM_COY_2015_015982||GIN|Forecariah|2015-04-20,GIN,#63a993,Forecariah,,9.431778161,-13.08275123,9.453509116,-13.02702508,2015-04-20,,2015,4,20
162,EBOV|EM_COY_2015_015986||GIN|Fria|2015-04-20,GIN,#63a993,Fria,,10.36429822,-13.57485203,10.38619227,-13.6317817,2015-04-20,,2015,4,20
163,EBOV|EM_COY_2015_016236||GIN|Forecariah|2015-05-03,GIN,#63a993,Forecariah,,9.431778161,-13.08275123,9.476437469,-13.05881096,2015-05-03,,2015,5,3
164,EBOV|EM_COY_2015_016238||GIN|Forecariah|2015-05-03,GIN,#63a993,Forecariah,,9.431778161,-13.08275123,9.456552293,-13.0804851,2015-05-03,,2015,5,3
165,EBOV|EM_COY_2015_016263||GIN|Forecariah|2015-05-04,GIN,#63a993,Forecariah,,9.431778161,-13.08275123,9.384678596,-13.09271578,2015-05-04,,2015,5,4
166,EBOV|EM_COY_2015_016267||GIN|Dubreka|2015-05-04,GIN,#63a993,Dubreka,,10.07994391,-13.62517021,10.10150448,-13.59263641,2015-05-04,,2015,5,4
167,EBOV|EM_COY_2015_016278||GIN|Forecariah|2015-05-05,GIN,#63a993,Forecariah,,9.431778161,-13.08275123,9.364687558,-13.07058231,2015-05-05,,2015,5,5
168,EBOV|EM_COY_2015_016293||GIN|Forecariah|2015-05-06,GIN,#63a993,Forecariah,,9.431778161,-13.08275123,9.369961659,-13.03126164,2015-05-06,,2015,5,6
169,EBOV|EM_COY_2015_016414||GIN|Dubreka|2015-05-11,GIN,#63a993,Dubreka,,10.07994391,-13.62517021,10.05976539,-13.61612413,2015-05-11,,2015,5,11
170,EBOV|EM_COY_2015_016449||GIN|Forecariah|2015-05-11,GIN,#63a993,Forecariah,,9.431778161,-13.08275123,9.369944868,-13.10851535,2015-05-11,,2015,5,11
171,EBOV|EM_COY_2015_016456||GIN|Dubreka|2015-05-12,GIN,#63a993,Dubreka,,10.07994391,-13.62517021,10.07897794,-13.61808128,2015-05-12,,2015,5,12
172,EBOV|EM_COY_2015_016483||GIN|Boke|2015-05-13,GIN,#63a993,Boke,,10.94428678,-14.27443938,10.954566,-14.28736312,2015-05-13,,2015,5,13
173,EBOV|EM_COY_2015_016515||GIN|Dubreka|2015-05-14,GIN,#63a993,Dubreka,,10.07994391,-13.62517021,10.0815212,-13.56373189,2015-05-14,,2015,5,14
174,EBOV|EM_COY_2015_016531||GIN|Dubreka|2015-05-14,GIN,#63a993,Dubreka,,10.07994391,-13.62517021,10.06555425,-13.58645854,2015-05-14,,2015,5,14
175,EBOV|EM_COY_2015_016617||GIN|Dubreka|2015-05-16,GIN,#63a993,Dubreka,,10.07994391,-13.62517021,10.049212,-13.61827923,2015-05-16,,2015,5,16
176,EBOV|EM_COY_2015_016642||GIN|Forecariah|2015-05-17,GIN,#63a993,Forecariah,,9.431778161,-13.08275123,9.41857254,-13.02589132,2015-05-17,,2015,5,17
177,EBOV|EM_COY_2015_016743||GIN|Boke|2015-05-19,GIN,#63a993,Boke,,10.94428678,-14.27443938,11.00783167,-14.24786203,2015-05-19,,2015,5,19
178,EBOV|EM_COY_2015_016800||GIN|Dubreka|2015-05-20,GIN,#63a993,Dubreka,,10.07994391,-13.62517021,10.04539562,-13.6090466,2015-05-20,,2015,5,20
179,EBOV|EM_COY_2015_017018||GIN|Forecariah|2015-05-26,GIN,#63a993,Forecariah,,9.431778161,-13.08275123,9.481965154,-13.07129272,2015-05-26,,2015,5,26
180,EBOV|EM_COY_2015_017021||GIN|Fria|2015-05-25,GIN,#63a993,Fria,,10.36429822,-13.57485203,10.43614652,-13.62890302,2015-05-25,,2015,5,25
181,EBOV|EM_COY_2015_017057||GIN|Dubreka|2015-05-27,GIN,#63a993,Dubreka,,10.07994391,-13.62517021,10.02246531,-13.69003713,2015-05-27,,2015,5,27
182,EBOV|EM_COY_2015_017091||GIN|Boke|2015-05-28,GIN,#63a993,Boke,,10.94428678,-14.27443938,10.93949204,-14.21647485,2015-05-28,,2015,5,28
183,EBOV|EM_COY_2015_017135||GIN|Dubreka|2015-05-29,GIN,#63a993,Dubreka,,10.07994391,-13.62517021,10.07045577,-13.61634482,2015-05-29,,2015,5,29
184,EBOV|EM_COY_2015_017174||GIN|Forecariah|2015-05-30,GIN,#63a993,Forecariah,,9.431778161,-13.08275123,9.387833537,-13.11182606,2015-05-30,,2015,5,30
185,EBOV|EM_COY_2015_017238||GIN|Dubreka|2015-05-31,GIN,#63a993,Dubreka,,10.07994391,-13.62517021,10.07390217,-13.5673387,2015-05-31,,2015,5,31
186,EBOV|EM_COY_2015_017240||GIN|Dubreka|2015-05-31,GIN,#63a993,Dubreka,,10.07994391,-13.62517021,10.09668874,-13.61446256,2015-05-31,,2015,5,31
187,EBOV|EM_COY_2015_017574||GIN|Boke|2015-06-10,GIN,#63a993,Boke,,10.94428678,-14.27443938,10.93770267,-14.23824387,2015-06-10,,2015,6,10
188,EBOV|EM_COY_2015_017664||GIN|Dubreka|2015-06-12,GIN,#63a993,Dubreka,,10.07994391,-13.62517021,10.11314456,-13.60018911,2015-06-12,,2015,6,12
189,EBOV|EM_COY_2015_017666||GIN|Dubreka|2015-06-12,GIN,#63a993,Dubreka,,10.07994391,-13.62517021,10.14799853,-13.59970677,2015-06-12,,2015,6,12
190,EBOV|EM_COY_2015_017787||GIN|Dubreka|2015-06-16,GIN,#63a993,Dubreka,,10.07994391,-13.62517021,10.04990413,-13.6816963,2015-06-16,,2015,6,16
191,EBOV|EM_COY_2015_017788||GIN|Dubreka|2015-06-16,GIN,#63a993,Dubreka,,10.07994391,-13.62517021,10.04002991,-13.68438729,2015-06-16,,2015,6,16
192,EBOV|EM_COY_2015_017865||GIN|Dubreka|2015-06-18,GIN,#63a993,Dubreka,,10.07994391,-13.62517021,10.12468574,-13.68504745,2015-06-18,,2015,6,18
193,EBOV|EM_COY_2015_022059||GIN|Forecariah|2015-07-02,GIN,#63a993,Forecariah,,9.431778161,-13.08275123,9.488101741,-13.11260129,2015-07-02,,2015,7,2
194,EBOV|EM_COY_2015_023747||GIN|Dubreka|2015-09-09,GIN,#63a993,Dubreka,,10.07994391,-13.62517021,10.10695038,-13.61402323,2015-09-09,,2015,9,9
195,EBOV|EM_FORE_2015_1023||GIN|Forecariah|2015-06-29,GIN,#63a993,Forecariah,,9.431778161,-13.08275123,9.496778106,-13.01882247,2015-06-29,,2015,6,29
196,EBOV|EM_FORE_2015_1024||GIN|Forecariah|2015-06-29,GIN,#63a993,Forecariah,,9.431778161,-13.08275123,9.460671443,-13.09640576,2015-06-29,,2015,6,29
197,EBOV|EM_FORE_2015_1047||GIN|Forecariah|2015-06-30,GIN,#63a993,Forecariah,,9.431778161,-13.08275123,9.499183204,-13.05634234,2015-06-30,,2015,6,30
198,EBOV|EM_FORE_2015_1076||GIN|Forecariah|2015-07-01,GIN,#63a993,Forecariah,,9.431778161,-13.08275123,9.417513664,-13.08841522,2015-07-01,,2015,7,1
199,EBOV|EM_FORE_2015_1079||GIN|Forecariah|2015-07-01,GIN,#63a993,Forecariah,,9.431778161,-13.08275123,9.433831535,-13.08983286,2015-07-01,,2015,7,1
200,EBOV|EM_FORE_2015_1118||GIN|Forecariah|2015-07-02,GIN,#63a993,Forecariah,,9.431778161,-13.08275123,9.394371333,-13.12818855,2015-07-02,,2015,7,2
201,EBOV|EM_FORE_2015_1140||GIN|Forecariah|2015-07-03,GIN,#63a993,Forecariah,,9.431778161,-13.08275123,9.356907513,-13.14436686,2015-07-03,,2015,7,3
202,EBOV|EM_FORE_2015_1313||GIN|Forecariah|2015-07-10,GIN,#63a993,Forecariah,,9.431778161,-13.08275123,9.414246264,-13.07613853,2015-07-10,,2015,7,10
203,EBOV|EM_FORE_2015_1415||GIN|Forecariah|2015-07-20,GIN,#63a993,Forecariah,,9.431778161,-13.08275123,9.473266413,-13.02764617,2015-07-20,,2015,7,20
204,EBOV|EM_FORE_2015_1437||GIN|Forecariah|2015-07-15,GIN,#63a993,Forecariah,,9.431778161,-13.08275123,9.405371933,-13.10418066,2015-07-15,,2015,7,15
205,EBOV|EM_FORE_2015_2781||GIN|Forecariah|2015-10-13,GIN,#63a993,Forecariah,,9.431778161,-13.08275123,9.375619521,-13.15726722,2015-10-13,,2015,10,13
206,EBOV|EM_FORE_2015_2878||GIN|Forecariah|2015-10-24,GIN,#63a993,Forecariah,,9.431778161,-13.08275123,9.392156853,-13.07018724,2015-10-24,,2015,10,24
207,EBOV|EM_FORE_2015_695||GIN|Forecariah|2015-06-07,GIN,#63a993,Forecariah,,9.431778161,-13.08275123,9.499918991,-13.0920365,2015-06-07,,2015,6,7
208,EBOV|EM_FORE_2015_696||GIN|Forecariah|2015-06-07,GIN,#63a993,Forecariah,,9.431778161,-13.08275123,9.431789519,-13.02775871,2015-06-07,,2015,6,7
209,EBOV|EM_FORE_2015_697||GIN|Forecariah|2015-06-07,GIN,#63a993,Forecariah,,9.431778161,-13.08275123,9.401458531,-13.01790878,2015-06-07,,2015,6,7
210,EBOV|EM_FORE_2015_781||GIN|Forecariah|2015-06-13,GIN,#63a993,Forecariah,,9.431778161,-13.08275123,9.399654558,-13.13278588,2015-06-13,,2015,6,13
211,EBOV|EM_FORE_2015_816||GIN|Forecariah|2015-06-15,GIN,#63a993,Forecariah,,9.431778161,-13.08275123,9.45805072,-13.08204017,2015-06-15,,2015,6,15
212,EBOV|EM_FORE_2015_875||GIN|Forecariah|2015-06-17,GIN,#63a993,Forecariah,,9.431778161,-13.08275123,9.377421494,-13.06197229,2015-06-17,,2015,6,17
213,EBOV|EM_FORE_2015_896||GIN|Forecariah|2015-06-20,GIN,#63a993,Forecariah,,9.431778161,-13.08275123,9.497752991,-13.14708149,2015-06-20,,2015,6,20
214,EBOV|EM_FORE_2015_934||GIN|Forecariah|2015-06-23,GIN,#63a993,Forecariah,,9.431778161,-13.08275123,9.367415288,-13.06779855,2015-06-23,,2015,6,23
215,EBOV|EM_FORE_2015-1971||GIN|Forecariah|2015-08-14,GIN,#63a993,Forecariah,,9.431778161,-13.08275123,9.461017577,-13.08575724,2015-08-14,,2015,8,14
216,EBOV|EM_GUI_2015_004674||GIN|Siguiri|2015-03-26,GIN,#63a993,Siguiri,,11.41472508,-9.176967395,11.39940342,-9.11939671,2015-03-26,,2015,3,26
217,EBOV|EM-FORE_2015_1160||GIN|Forecariah|2015-07-13,GIN,#63a993,Forecariah,,9.431778161,-13.08275123,9.428755147,-13.10180736,2015-07-13,,2015,7,13
218,EBOV|EM-FORE-2015-1414||GIN|Forecariah|2015-07-13,GIN,#63a993,Forecariah,,9.431778161,-13.08275123,9.463283823,-13.09640239,2015-07-13,,2015,7,13
219,EBOV|EM-FORE-2015-548||GIN|Forecariah|2015-05-27,GIN,#63a993,Forecariah,,9.431778161,-13.08275123,9.484219757,-13.05772195,2015-05-27,,2015,5,27
220,EBOV|EM-FORE-2015-631||GIN|Forecariah|2015-06-02,GIN,#63a993,Forecariah,,9.431778161,-13.08275123,9.435855557,-13.01474706,2015-06-02,,2015,6,2
221,EBOV|EM-FORE-2015-664||GIN|Forecariah|2015-06-04,GIN,#63a993,Forecariah,,9.431778161,-13.08275123,9.437613923,-13.11534312,2015-06-04,,2015,6,4
222,EBOV|EM-FORE-2015-669||GIN|Forecariah|2015-06-05,GIN,#63a993,Forecariah,,9.431778161,-13.08275123,9.388247627,-13.09805024,2015-06-05,,2015,6,5
223,EBOV|EM-FORE-2015-838||GIN|Forecariah|2015-06-16,GIN,#63a993,Forecariah,,9.431778161,-13.08275123,9.391825253,-13.07391054,2015-06-16,,2015,6,16
224,EBOV|EM_FORE_2015-2531||GIN|Forecariah|2015-09-26,GIN,#63a993,Forecariah,,9.431778161,-13.08275123,9.461348494,-13.065535,2015-09-26,,2015,9,26
225,EBOV|EM_FORE_2015-2533||GIN|Forecariah|2015-09-26,GIN,#63a993,Forecariah,,9.431778161,-13.08275123,9.462578565,-13.02503335,2015-09-26,,2015,9,26
226,EBOV|EM_FORE_2015-2547||GIN|Forecariah|2015-09-26,GIN,#63a993,Forecariah,,9.431778161,-13.08275123,9.369664901,-13.1476897,2015-09-26,,2015,9,26
227,EBOV|EM_FORE_2015-2417||GIN|Forecariah|2015-09-15,GIN,#63a993,Forecariah,,9.431778161,-13.08275123,9.489970602,-13.04676275,2015-09-15,,2015,9,15
228,EBOV|GUI_CTS_2015_0050||GIN|Boke|2015-06-20,GIN,#63a993,Boke,,10.94428678,-14.27443938,10.93515366,-14.19995963,2015-06-20,,2015,6,20
229,EBOV|GUI_CTS_2015_0051||GIN|Boke|2015-06-21,GIN,#63a993,Boke,,10.94428678,-14.27443938,10.90526626,-14.2870933,2015-06-21,,2015,6,21
230,EBOV|GUI_CTS_2015_0052||GIN|Boke|2015-06-25,GIN,#63a993,Boke,,10.94428678,-14.27443938,10.87603702,-14.30069614,2015-06-25,,2015,6,25
231,EBOV|IPDPFHGINSP_GUI_2015_4786||GIN|Conakry|2015-03-26,GIN,#63a993,Conakry,,9.626656367,-13.57153701,9.675058885,-13.52021655,2015-03-26,,2015,3,26
232,EBOV|IPDPFHGINSP_GUI_2015_4909||GIN|Conakry|2015-03-29,GIN,#63a993,Conakry,,9.626656367,-13.57153701,9.570469766,-13.61738203,2015-03-29,,2015,3,29
233,EBOV|IPDPFHGINSP_GUI_2015_5038||GIN|Conakry|2015-04-01,GIN,#63a993,Conakry,,9.626656367,-13.57153701,9.566709992,-13.60622046,2015-04-01,,2015,4,1
234,EBOV|IPDPFHGINSP_GUI_2015_5117||GIN|Dubreka|2015-04-03,GIN,#63a993,Dubreka,,10.07994391,-13.62517021,10.12133555,-13.64177796,2015-04-03,,2015,4,3
235,EBOV|IPDPFHGINSP_GUI_2015_5339||GIN|Conakry|2015-04-08,GIN,#63a993,Conakry,,9.626656367,-13.57153701,9.676526999,-13.56921766,2015-04-08,,2015,4,8
236,EBOV|IPDPFHGINSP_GUI_2015_6505||GIN|Forecariah|2015-05-03,GIN,#63a993,Forecariah,,9.431778161,-13.08275123,9.420365734,-13.13978613,2015-05-03,,2015,5,3
237,EBOV|IPDPFHGINSP_GUI_2015_6899||GIN|Boke|2015-05-14,GIN,#63a993,Boke,,10.94428678,-14.27443938,10.94090503,-14.28371725,2015-05-14,,2015,5,14
238,EBOV|IPDPFHGINSP_GUI_2015_7070||GIN|Forecariah|2015-05-18,GIN,#63a993,Forecariah,,9.431778161,-13.08275123,9.423582124,-13.10990522,2015-05-18,,2015,5,18
239,EBOV|KG12||GIN|Boke|2015-05-27,GIN,#63a993,Boke,,10.94428678,-14.27443938,10.98711869,-14.34292907,2015-05-27,,2015,5,27
240,EBOV|KG167||GIN|Boke|2015-06-29,GIN,#63a993,Boke,,10.94428678,-14.27443938,10.9024484,-14.3220981,2015-06-29,,2015,6,29
241,EBOV|KG168||GIN|Boke|2015-06-29,GIN,#63a993,Boke,,10.94428678,-14.27443938,11.00824249,-14.30123056,2015-06-29,,2015,6,29
242,EBOV|KG35||GIN|Boke|2015-06-08,GIN,#63a993,Boke,,10.94428678,-14.27443938,10.91103337,-14.32818938,2015-06-08,,2015,6,8
243,EBOV|KG45||GIN|Boke|2015-06-09,GIN,#63a993,Boke,,10.94428678,-14.27443938,10.97966547,-14.24631605,2015-06-09,,2015,6,9
244,EBOV|KG80||GIN|Boke|2015-06-18,GIN,#63a993,Boke,,10.94428678,-14.27443938,10.97914577,-14.31071846,2015-06-18,,2015,6,18
245,EBOV|KG87||GIN|Boke|2015-06-19,GIN,#63a993,Boke,,10.94428678,-14.27443938,10.89671387,-14.34185376,2015-06-19,,2015,6,19
246,EBOV|KG88||GIN|Boke|2015-06-19,GIN,#63a993,Boke,,10.94428678,-14.27443938,10.94493033,-14.21255062,2015-06-19,,2015,6,19
247,EBOV|KG90||GIN|Boke|2015-06-19,GIN,#63a993,Boke,,10.94428678,-14.27443938,10.97123083,-14.25983049,2015-06-19,,2015,6,19
248,EBOV|KG91||GIN|Boke|2015-06-20,GIN,#63a993,Boke,,10.94428678,-14.27443938,11.01328767,-14.23982445,2015-06-20,,2015,6,20
249,EBOV|REDC_GUI_2015_00483||GIN|Conakry|2015-07-12,GIN,#63a993,Conakry,,9.626656367,-13.57153701,9.649003098,-13.56362611,2015-07-12,,2015,7,12
250,EBOV|REDC_GUI_2015_00494B||GIN|Conakry|2015-07-12,GIN,#63a993,Conakry,,9.626656367,-13.57153701,9.603165362,-13.64122009,2015-07-12,,2015,7,12
251,EBOV|REDC_GUI_2015_00545||GIN|Conakry|2015-07-15,GIN,#63a993,Conakry,,9.626656367,-13.57153701,9.585911587,-13.54885296,2015-07-15,,2015,7,15
252,EBOV|REDC_GUI_2015_00576||GIN|Conakry|2015-07-17,GIN,#63a993,Conakry,,9.626656367,-13.57153701,9.570771666,-13.51717552,2015-07-17,,2015,7,17
253,EBOV|REDC_GUI_2015_00589||GIN|Conakry|2015-07-15,GIN,#63a993,Conakry,,9.626656367,-13.57153701,9.591781718,-13.59900179,2015-07-15,,2015,7,15
254,EBOV|REDC_GUI_2015_01165||GIN|Conakry|2015-08-18,GIN,#63a993,Conakry,,9.626656367,-13.57153701,9.563466085,-13.57936193,2015-08-18,,2015,8,18
255,EBOV|REDC_GUI_2015_01285||GIN|Conakry|2015-08-24,GIN,#63a993,Conakry,,9.626656367,-13.57153701,9.694199179,-13.57623644,2015-08-24,,2015,8,24
256,EBOV|REDC_GUI_2015_01323||GIN|Conakry|2015-08-27,GIN,#63a993,Conakry,,9.626656367,-13.57153701,9.573979411,-13.59364403,2015-08-27,,2015,8,27
257,EBOV|REDC_GUI_2015_01408||GIN|Conakry|2015-09-01,GIN,#63a993,Conakry,,9.626656367,-13.57153701,9.658085184,-13.59546972,2015-09-01,,2015,9,1
258,EBOV|REDC_GUI_2015_02242||GIN|Forecariah|2015-10-24,GIN,#63a993,Forecariah,,9.431778161,-13.08275123,9.3931069,-13.08990243,2015-10-24,,2015,10,24
259,EBOV|REDC-GUI-2015-00402||GIN|Conakry|2015-07-08,GIN,#63a993,Conakry,,9.626656367,-13.57153701,9.624594628,-13.61362006,2015-07-08,,2015,7,8
260,EBOV|REDC-GUI-2015-00497||GIN|Conakry|2015-07-12,GIN,#63a993,Conakry,,9.626656367,-13.57153701,9.689396819,-13.62315145,2015-07-12,,2015,7,12
261,EBOV|REDC-GUI-2015-00502||GIN|Conakry|2015-07-13,GIN,#63a993,Conakry,,9.626656367,-13.57153701,9.603191206,-13.56937159,2015-07-13,,2015,7,13
262,EBOV|EM_000015|KR817067|GIN|Macenta|2014-09-01,GIN,#63a993,Macenta,,8.543101383,-9.476902898,8.597705447,-9.506077809,2014-09-01,,2014,9,1
263,EBOV|EM_000027|KR817068|GIN|?|2014-09-01,GIN,#63a993,Macenta,IMPUTED,8.543101383,-9.476902898,8.507935879,-9.527755343,2014-09-01,,2014,9,1
264,EBOV|EM_000028|KR817069|GIN|Macenta|2014-09-01,GIN,#63a993,Macenta,,8.543101383,-9.476902898,8.481255511,-9.453361334,2014-09-01,,2014,9,1
265,EBOV|EM_000127|KR817070|GIN|Gueckedou|2014-09-04,GIN,#63a993,Gueckedou,,8.559404059,-10.13096634,8.561811015,-10.07521523,2014-09-04,,2014,9,4
266,EBOV|EM_000128|KR817071|GIN|Gueckedou|2014-09-04,GIN,#63a993,Gueckedou,,8.559404059,-10.13096634,8.597014251,-10.1104797,2014-09-04,,2014,9,4
267,EBOV|EM_000218|KR817072|GIN|Macenta|2014-09-07,GIN,#63a993,Macenta,,8.543101383,-9.476902898,8.502744751,-9.500209309,2014-09-07,,2014,9,7
268,EBOV|EM_000219|KR817073|GIN|Macenta|2014-09-07,GIN,#63a993,Macenta,,8.543101383,-9.476902898,8.588813654,-9.474783394,2014-09-07,,2014,9,7
269,EBOV|EM_000321|KR817074|GIN|Macenta|2014-09-09,GIN,#63a993,Macenta,,8.543101383,-9.476902898,8.549561023,-9.512226028,2014-09-09,,2014,9,9
270,EBOV|EM_000457|KR817075|GIN|Macenta|2014-09-12,GIN,#63a993,Macenta,,8.543101383,-9.476902898,8.485922537,-9.431693224,2014-09-12,,2014,9,12
271,EBOV|EM_000500|KR817076|GIN|Macenta|2014-09-13,GIN,#63a993,Macenta,,8.543101383,-9.476902898,8.527480554,-9.481532309,2014-09-13,,2014,9,13
272,EBOV|EM_000501|KR817077|GIN|Macenta|2014-09-13,GIN,#63a993,Macenta,,8.543101383,-9.476902898,8.491499989,-9.454998641,2014-09-13,,2014,9,13
273,EBOV|EM_000502|KR817078|GIN|Macenta|2014-09-13,GIN,#63a993,Macenta,,8.543101383,-9.476902898,8.539863986,-9.54839608,2014-09-13,,2014,9,13
274,EBOV|EM_000706|KR817079|GIN|Nzerekore|2014-09-21,GIN,#63a993,Nzerekore,,7.75335666,-8.816404073,7.678808455,-8.810650387,2014-09-21,,2014,9,21
275,EBOV|EM_000707|KR817080|GIN|Gueckedou|2014-09-22,GIN,#63a993,Gueckedou,,8.559404059,-10.13096634,8.627163679,-10.17918792,2014-09-22,,2014,9,22
276,EBOV|EM_000921|KR817081|GIN|Macenta|2014-09-29,GIN,#63a993,Macenta,,8.543101383,-9.476902898,8.572752718,-9.497335013,2014-09-29,,2014,9,29
277,EBOV|EM_000925|KR817082|GIN|Macenta|2014-09-29,GIN,#63a993,Macenta,,8.543101383,-9.476902898,8.52587477,-9.532583885,2014-09-29,,2014,9,29
278,EBOV|EM_000934|KR817083|GIN|Gueckedou|2014-09-29,GIN,#63a993,Gueckedou,,8.559404059,-10.13096634,8.556172251,-10.18110624,2014-09-29,,2014,9,29
279,EBOV|EM_000958|KR817084|GIN|Nzerekore|2014-09-30,GIN,#63a993,Nzerekore,,7.75335666,-8.816404073,7.692258207,-8.768504509,2014-09-30,,2014,9,30
280,EBOV|EM_000968|KR817085|GIN|Macenta|2014-10-01,GIN,#63a993,Macenta,,8.543101383,-9.476902898,8.510833797,-9.432136977,2014-10-01,,2014,10,1
281,EBOV|EM_000982|KR817086|GIN|Macenta|2014-10-01,GIN,#63a993,Macenta,,8.543101383,-9.476902898,8.606325119,-9.50456527,2014-10-01,,2014,10,1
282,EBOV|EM_000983|KR817087|GIN|Macenta|2014-10-01,GIN,#63a993,Macenta,,8.543101383,-9.476902898,8.497271889,-9.534529419,2014-10-01,,2014,10,1
283,EBOV|EM_001101|KR817088|GIN|Macenta|2014-10-05,GIN,#63a993,Macenta,,8.543101383,-9.476902898,8.596980272,-9.421610573,2014-10-05,,2014,10,5
284,EBOV|EM_001102|KR817089|GIN|Lola|2014-10-05,GIN,#63a993,Lola,,7.799724992,-8.526249693,7.872753814,-8.543185082,2014-10-05,,2014,10,5
285,EBOV|EM_004059|KR817090|GIN|Kissidougou|2014-12-20,GIN,#63a993,Kissidougou,,9.192794649,-10.10266143,9.21460324,-10.06592623,2014-12-20,,2014,12,20
286,EBOV|EM_004085|KR817091|GIN|Kissidougou|2014-12-19,GIN,#63a993,Kissidougou,,9.192794649,-10.10266143,9.206781217,-10.12828834,2014-12-19,,2014,12,19
287,EBOV|EM_004192|KR817092|GIN|Faranah|2014-12-22,GIN,#63a993,Faranah,,10.04450225,-10.73594491,10.01283629,-10.69830923,2014-12-22,,2014,12,22
288,EBOV|EM_004201|KR817093|GIN|Kissidougou|2014-12-24,GIN,#63a993,Kissidougou,,9.192794649,-10.10266143,9.261297327,-10.16801251,2014-12-24,,2014,12,24
289,EBOV|EM_004259|KR817094|GIN|Kissidougou|2014-12-26,GIN,#63a993,Kissidougou,,9.192794649,-10.10266143,9.263475613,-10.11145276,2014-12-26,,2014,12,26
290,EBOV|EM_004290|KR817095|GIN|Kissidougou|2014-12-27,GIN,#63a993,Kissidougou,,9.192794649,-10.10266143,9.205425503,-10.16349408,2014-12-27,,2014,12,27
291,EBOV|EM_004414|KR817096|GIN|Kissidougou|2015-01-02,GIN,#63a993,Kissidougou,,9.192794649,-10.10266143,9.180409147,-10.14685964,2015-01-02,,2015,1,2
292,EBOV|EM_004422|KR817097|GIN|Kissidougou|2015-01-02,GIN,#63a993,Kissidougou,,9.192794649,-10.10266143,9.254107549,-10.06062141,2015-01-02,,2015,1,2
293,EBOV|EM_004437|KR817098|GIN|Kissidougou|2015-01-04,GIN,#63a993,Kissidougou,,9.192794649,-10.10266143,9.20148748,-10.11207499,2015-01-04,,2015,1,4
294,EBOV|EM_004438|KR817099|GIN|Kissidougou|2015-01-04,GIN,#63a993,Kissidougou,,9.192794649,-10.10266143,9.120186985,-10.04536015,2015-01-04,,2015,1,4
295,EBOV|EM_004481|KR817100|GIN|Faranah|2015-01-11,GIN,#63a993,Faranah,,10.04450225,-10.73594491,9.972147575,-10.66129261,2015-01-11,,2015,1,11
296,EBOV|EM_004494|KR817101|GIN|Faranah|2015-01-14,GIN,#63a993,Faranah,,10.04450225,-10.73594491,10.11268773,-10.6651198,2015-01-14,,2015,1,14
297,EBOV|EM_004503|KR817102|GIN|Faranah|2015-01-15,GIN,#63a993,Faranah,,10.04450225,-10.73594491,9.99957041,-10.79990537,2015-01-15,,2015,1,15
298,EBOV|EM_004555|KR817103|GIN|Kissidougou|2015-01-22,GIN,#63a993,Kissidougou,,9.192794649,-10.10266143,9.138661118,-10.09217532,2015-01-22,,2015,1,22
299,EBOV|EM_004563|KR817104|GIN|Kissidougou|2015-01-25,GIN,#63a993,Kissidougou,,9.192794649,-10.10266143,9.134980276,-10.07828444,2015-01-25,,2015,1,25
300,EBOV|EM_004580|KR817105|GIN|Faranah|2015-01-27,GIN,#63a993,Faranah,,10.04450225,-10.73594491,10.07177276,-10.80188729,2015-01-27,,2015,1,27
301,EBOV|EM_004589|KR817106|GIN|Siguiri|2015-01-31,GIN,#63a993,Siguiri,,11.41472508,-9.176967395,11.37092145,-9.120910555,2015-01-31,,2015,1,31
302,EBOV|EM_074335|KR817107|?|?|2014-07-18,GIN,#63a993,Gueckedou,IMPUTED,8.559404059,-10.13096634,8.598317341,-10.19048275,2014-07-18,,2014,7,18
303,EBOV|EM_074349|KR817108|LBR|Lofa|2014-07-22,LBR,#de8461,Lofa,,7.868277285,-10.08041437,7.811916036,-10.14526771,2014-07-22,,2014,7,22
